FormNodeId,QuestionNodeId,EasyVisaId,QuestVersion,DisplayText,
Form_129F,Q_1119,FQ_129F_1119,quest_version_2,"129F - Have you ever been arrested or convicted for domestic violence, sexual assault, child abuse and neglect, dating violence, elder abuse or stalking or an attempt to commit any of these crimes? ",
,,,,,
Form_129F,Q_1124,FQ_129F_1124,quest_version_2,129F - Have you EVER been subject to a temporary or permanent protection or restraining order (either civil or criminal)?,
,,,,,
Form_129F,Q_1130,FQ_129F_1130,quest_version_2,"129F - Have you ever been arrested or convicted of homicide, murder, manslaughter, rape, abusive sexual contact, sexual exploitation, incest, torture, trafficking, peonage, holding hostage, involuntary servitude, slave trade, kidnapping, abduction, unlawful criminal restraint, false imprisonment or an attempt to commit any of these crimes?",
,,,,,
Form_129F,Q_1139,FQ_129F_1139,quest_version_2,"129F - Have you either been arrested or convicted three or more times, not from a single act, for crimes relating to a controlled substance or alcohol?",
,,,,,
Form_129F,Q_1127,FQ_129F_1127,quest_version_2,129F - I was acting in self-defense.,
Form_129F,Q_1128,FQ_129F_1128,quest_version_2,129F - I violated a protection order issued for my own protection.,
Form_129F,Q_1129,FQ_129F_1129,quest_version_2,"129F - I committed, was arrested for, was convicted of, or plead guilty to committing a crime that did not result in serious bodily injury, and there was a connection between the crime committed and my having been battered or subjected to extreme cruelty.",
,,,,,
Form_129F,Q_1136,FQ_129F_1136,quest_version_2,129F - I was acting in self-defense.,
Form_129F,Q_1137,FQ_129F_1137,quest_version_2,129F - I violated a protection order issued for my own protection.,
Form_129F,Q_1138,FQ_129F_1138,quest_version_2,"129F - I committed, was arrested for, was convicted of, or plead guilty to committing a crime that did not result in serious bodily injury, and there was a connection between the crime committed and my having been battered or subjected to extreme cruelty.",
,,,,,
Form_129F,Q_1145,FQ_129F_1145,quest_version_2,129F - I was acting in self-defense.,
Form_129F,Q_1146,FQ_129F_1146,quest_version_2,129F - I violated a protection order issued for my own protection.,
Form_129F,Q_1147,FQ_129F_1147,quest_version_2,"129F - I committed, was arrested for, was convicted of, or plead guilty to committing a crime that did not result in serious bodily injury, and there was a connection between the crime committed and my having been battered or subjected to extreme cruelty.",
,,,,,
Form_129F,Q_1149,FQ_129F_1149,quest_version_2,129F - I am a multiple filer with no permanent restraining orders or convictions for a specified offense (General Waiver).,
Form_129F,Q_1150,FQ_129F_1150,quest_version_2,129F - I am a multiple filer with prior permanent restraining orders or criminal conviction for specified offense (Extraordinary Circumstances Waiver).,
Form_129F,Q_1151,FQ_129F_1151,quest_version_2,129F - I am a multiple filer with a prior permanent restraining order or criminal convictions for specified offense resulting from domestic violence (Mandatory Waiver).,
Form_129F,Q_1152,FQ_129F_1152,quest_version_2,129F - The beneficiary is my spouse or I am not a multiple filer.,
,,,,,
,,,,,
,,,,,
Form_129F,Q_1201,FQ_129F_1201,quest_version_2,129F - Have you ever been married?,
,,,,,
Form_129F,Q_1204,FQ_129F_1204,quest_version_2,129F - What is your current marital status?,
,,,,,
Form_129F,Q_1222,FQ_129F_1222,quest_version_2,129F - Given Name (First name),
Form_129F,Q_1223,FQ_129F_1223,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_1224,FQ_129F_1224,quest_version_2,129F - Family Name/Last Name/Surname,
Form_129F,Q_1228,FQ_129F_1228,quest_version_2,129F - Date Marriage Ended,
,,,,,
Form_129F,Q_1230,FQ_129F_1230,quest_version_2,129F - Given Name (First name),
Form_129F,Q_1231,FQ_129F_1231,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_1232,FQ_129F_1232,quest_version_2,129F - Family Name/Last Name/Surname,
Form_129F,Q_1233,FQ_129F_1233,quest_version_2,129F - Gender,
Form_129F,Q_1234,FQ_129F_1234,quest_version_2,129F - Country of Birth,
Form_129F,Q_1236,FQ_129F_1236,quest_version_2,129F - Date of Birth,
Form_129F,Q_1237,FQ_129F_1237,quest_version_2,129F - Current City/Town/Village of Residence,
Form_129F,Q_1238,FQ_129F_1238,quest_version_2,129F - Current Country of Residence,
,,,,,
Form_129F,Q_1240,FQ_129F_1240,quest_version_2,129F - Given Name (First name),
Form_129F,Q_1241,FQ_129F_1241,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_1242,FQ_129F_1242,quest_version_2,129F - Family Name/Last Name/Surname,
Form_129F,Q_1243,FQ_129F_1243,quest_version_2,129F - Gender,
Form_129F,Q_1244,FQ_129F_1244,quest_version_2,129F - Country of Birth,
Form_129F,Q_1246,FQ_129F_1246,quest_version_2,129F - Date of Birth,
Form_129F,Q_1247,FQ_129F_1247,quest_version_2,129F - Current City/Town/Village of Residence,
Form_129F,Q_1248,FQ_129F_1248,quest_version_2,129F - Current Country of Residence,
,,,,,
Form_129F,Q_1250,FQ_129F_1250,quest_version_2,129F - Do you have any children under 18 years of age?,
Form_129F,Q_1256,FQ_129F_1256,quest_version_2,129F - Date of Birth of Child 1 (Children under 18 only),
,,,,,
,,,,,
,,,,,
Form_129F,Q_1351,FQ_129F_1351,quest_version_2,129F - Is your fianc$e$(e) related to you?,
Form_129F,Q_1352,FQ_129F_1352,quest_version_2,"129F - If you are related, state the nature and degree of relationship (e.g., third cousin or maternal uncle, etc.) Help",
Form_129F,Q_1353,FQ_129F_1353,quest_version_2,129F - Have you and your fianc$e$(e) met in person during the two years immediately before filing this petition?,
Form_129F,Q_1354,FQ_129F_1354,quest_version_2,129F - Please explain the circumstances of your in-person meeting; or explain your reasons for requesting an exemption from the in-person meeting requirement.,
Form_129F,Q_1355,FQ_129F_1355,quest_version_2,129F - Did you meet your fianc$e$(e) or spouse through the services of an  International Marriage Broker (IMB)?,
Form_129F,Q_1356,FQ_129F_1356,quest_version_2,129F - What is the International Marriage Broker(s) (IMB) name (if any)? Help,
Form_129F,Q_1357,FQ_129F_1357,quest_version_2,129F - What is the International Marriage Broker's (IMB) family name (last name)? Help,
Form_129F,Q_1358,FQ_129F_1358,quest_version_2,129F - What is the International Marriage Broker's (IMB) given name first name)? Help,
Form_129F,Q_1359,FQ_129F_1359,quest_version_2,129F - What is the International Marriage Broker's (IMB) organization's name? Help,
Form_129F,Q_1360,FQ_129F_1360,quest_version_2,129F - What is the International Marriage Broker's (IMB) website URL? Help,
Form_129F,Q_1361,FQ_129F_1361,quest_version_2,129F - In what country is the IMB located? Help,
Form_129F,Q_1362,FQ_129F_1362,quest_version_2,129F - Street Number and Name,
Form_129F,Q_1363,FQ_129F_1363,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_1364,FQ_129F_1364,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_1365,FQ_129F_1365,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_1366,FQ_129F_1366,quest_version_2,129F - City/Town/Village,
Form_129F,Q_1368,FQ_129F_1368,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_1370,FQ_129F_1370,quest_version_2,129F - Postal Code,
Form_129F,Q_1371,FQ_129F_1371,quest_version_2,129F - Daytime telephone number,
,,,,,
,,,,,
,,,,,
Form_129F,Q_1801,FQ_129F_1801,quest_version_2,129F - Select the country (where an U.S. Embassy or Consulate is located) where you will apply for your visa (and have your visa interview).,
Form_129F,Q_1802,FQ_129F_1802,quest_version_2,129F - In what city is this U.S. Embassy or Consulate located?,
,,,,,
,,,,,
,,,,,
Form_129F,Q_1901,FQ_129F_1901,quest_version_2,129F - Given Name (First name),
Form_129F,Q_1902,FQ_129F_1902,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_1903,FQ_129F_1903,quest_version_2,129F - Family Name/Last Name/Surname,
,,,,,
Form_129F,Q_1908,FQ_129F_1908,quest_version_2,"129F - List any other Given Name used (e.g. Rich, Rick, Dick):",
Form_129F,Q_1910,FQ_129F_1910,quest_version_2,129F - List any other Middle Name used:,
Form_129F,Q_1912,FQ_129F_1912,quest_version_2,"129F - List any other Family Name/Last Name/Surname used (e.g. Smith II, Smith Jr.):",
,,,,,
,,,,,
,,,,,
Form_129F,Q_2002,FQ_129F_2002,quest_version_2,129F - In what country is your current physical address?,
Form_129F,Q_2003,FQ_129F_2003,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2004,FQ_129F_2004,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2005,FQ_129F_2005,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2006,FQ_129F_2006,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2007,FQ_129F_2007,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2008,FQ_129F_2008,quest_version_2,129F - State,
Form_129F,Q_2009,FQ_129F_2009,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_2010,FQ_129F_2010,quest_version_2,129F - ZIP Code,
Form_129F,Q_2011,FQ_129F_2011,quest_version_2,129F - Postal Code,
Form_129F,Q_2012,FQ_129F_2012,quest_version_2,129F - When did you move into this address?,
,,,,,
Form_129F,Q_2016,FQ_129F_2016,quest_version_2,129F - Country,
Form_129F,Q_2017,FQ_129F_2017,quest_version_2,129F - In Care of Name,
Form_129F,Q_2018,FQ_129F_2018,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2019,FQ_129F_2019,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2020,FQ_129F_2020,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2021,FQ_129F_2021,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2022,FQ_129F_2022,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2023,FQ_129F_2023,quest_version_2,129F - State,
Form_129F,Q_2024,FQ_129F_2024,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_2025,FQ_129F_2025,quest_version_2,129F - ZIP Code,
Form_129F,Q_2026,FQ_129F_2026,quest_version_2,129F - Postal Code,
,,,,,
Form_129F,Q_2040,FQ_129F_2040,quest_version_2,129F - In what country was this previous physical address?,
Form_129F,Q_2041,FQ_129F_2041,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2042,FQ_129F_2042,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2043,FQ_129F_2043,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2044,FQ_129F_2044,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2045,FQ_129F_2045,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2046,FQ_129F_2046,quest_version_2,129F - State,
Form_129F,Q_2047,FQ_129F_2047,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_2048,FQ_129F_2048,quest_version_2,129F - ZIP Code,
Form_129F,Q_2049,FQ_129F_2049,quest_version_2,129F - Postal Code,
Form_129F,Q_2050,FQ_129F_2050,quest_version_2,129F - When did you move into this address?,
Form_129F,Q_2052,FQ_129F_2052,quest_version_2,129F - When did you move out of this address?,
,,,,,
Form_129F,Q_2066,FQ_129F_2066,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2067,FQ_129F_2067,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2068,FQ_129F_2068,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2069,FQ_129F_2069,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2070,FQ_129F_2070,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2071,FQ_129F_2071,quest_version_2,129F - State,
Form_129F,Q_2072,FQ_129F_2072,quest_version_2,129F - ZIP Code,
,,,,,
Form_129F,Q_2075,FQ_129F_2075,quest_version_2,129F - In what country is your current physical address abroad?,
Form_129F,Q_2076,FQ_129F_2076,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2077,FQ_129F_2077,quest_version_2,"129F - Does your address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2078,FQ_129F_2078,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2079,FQ_129F_2079,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2080,FQ_129F_2080,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2081,FQ_129F_2081,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_2082,FQ_129F_2082,quest_version_2,129F - Postal Code,
Form_129F,Q_2083,FQ_129F_2083,quest_version_2,129F - What is your daytime telephone number abroad?,
,,,,,
,,,,,
,,,,,
Form_129F,Q_2153,FQ_129F_2153,quest_version_2,129F - Phone Number (Including Area Code),
,,,,,
,,,,,
,,,,,
Form_129F,Q_2201,FQ_129F_2201,quest_version_2,129F - Gender,
Form_129F,Q_2202,FQ_129F_2202,quest_version_2,129F - Date of Birth,
Form_129F,Q_2203,FQ_129F_2203,quest_version_2,129F - Country of Birth,
Form_129F,Q_2205,FQ_129F_2205,quest_version_2,129F - City/Town/Village,
,,,,,
,,,,,
,,,,,
Form_129F,Q_2401,FQ_129F_2401,quest_version_2,129F - Country of Citizenship (or Nationality),
Form_129F,Q_2409,FQ_129F_2409,quest_version_2,129F - Social Security Number (If any),
Form_129F,Q_2412,FQ_129F_2412,quest_version_2,129F - Alien Registration Number (A-Number),
,,,,,
,,,,,
,,,,,
Form_129F,Q_2608,FQ_129F_2608,quest_version_2,129F - What is your current employment status?,
Form_129F,Q_2609,FQ_129F_2609,quest_version_2,129F - What was the date you became unemployed?,
Form_129F,Q_2610,FQ_129F_2610,quest_version_2,129F - What was the last date of your unemployment?,
Form_129F,Q_2611,FQ_129F_2611,quest_version_2,129F - What was the date of your retirement?,
Form_129F,Q_2612,FQ_129F_2612,quest_version_2,129F - What was the last date of your retirement?,
Form_129F,Q_2614,FQ_129F_2614,quest_version_2,129F - What date did you begin working for this employer?,
Form_129F,Q_2616,FQ_129F_2616,quest_version_2,129F - When did this employment end for this employer?,
Form_129F,Q_2617,FQ_129F_2617,quest_version_2,129F - When did this employment end for this employer?,
Form_129F,Q_2618,FQ_129F_2618,quest_version_2,129F - In what country is this employer located?,
Form_129F,Q_2619,FQ_129F_2619,quest_version_2,129F - What is the full name of this employer?,
Form_129F,Q_2620,FQ_129F_2620,quest_version_2,129F - Street Number and Name,
Form_129F,Q_2621,FQ_129F_2621,quest_version_2,"129F - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2622,FQ_129F_2622,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2623,FQ_129F_2623,quest_version_2,129F - Apartment/Suite/Floor,
Form_129F,Q_2624,FQ_129F_2624,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2625,FQ_129F_2625,quest_version_2,129F - State,
Form_129F,Q_2626,FQ_129F_2626,quest_version_2,129F - Province/Territory/State/Prefecture/Parish,
Form_129F,Q_2627,FQ_129F_2627,quest_version_2,129F - ZIP Code,
Form_129F,Q_2628,FQ_129F_2628,quest_version_2,129F - Postal Code,
Form_129F,Q_2629,FQ_129F_2629,quest_version_2,129F - What is your occupation at this employer?,
,,,,,
,,,,,
,,,,,
Form_129F,Q_2741,FQ_129F_2741,quest_version_2,129F - Do you have any children?,
Form_129F,Q_2743,FQ_129F_2743,quest_version_2,129F - Child's Given Name (First name),
Form_129F,Q_2746,FQ_129F_2746,quest_version_2,129F - Child's Middle Name (Do Not Abbreviate),
Form_129F,Q_2749,FQ_129F_2749,quest_version_2,129F - Child's Family Name/Last Name/Surname,
Form_129F,Q_2753,FQ_129F_2753,quest_version_2,129F - Country of Birth,
Form_129F,Q_2754,FQ_129F_2754,quest_version_2,129F - Date of Birth,
Form_129F,Q_2762,FQ_129F_2762,quest_version_2,"129F - Does [insert this child's name] live with the Beneficiary,  [insert Beneficiary Name]?",
Form_129F,Q_2764,FQ_129F_2764,quest_version_2,129F - In what country does [insert this child's name] live?,
Form_129F,Q_2765,FQ_129F_2765,quest_version_2,129F - What is [insert this child's name]'s Street Number and Name?,
Form_129F,Q_2766,FQ_129F_2766,quest_version_2,"129F - Does that address have a secondary description (i.e. apartment, suite, or floor)?",
Form_129F,Q_2767,FQ_129F_2767,quest_version_2,129F - What is the secondary address description?,
Form_129F,Q_2768,FQ_129F_2768,quest_version_2,129F - Apartment/Suite/Floor Help,
Form_129F,Q_2769,FQ_129F_2769,quest_version_2,129F - City/Town/Village,
Form_129F,Q_2770,FQ_129F_2770,quest_version_2,129F - State,
Form_129F,Q_2771,FQ_129F_2771,quest_version_2,129F - Province/Territory/Prefecture/Parish,
Form_129F,Q_2772,FQ_129F_2772,quest_version_2,129F - ZIP Code,
Form_129F,Q_2773,FQ_129F_2773,quest_version_2,129F - Postal Code,
,,,,,
Form_129F,Q_2778,FQ_129F_2778,quest_version_2,129F - Have you ever been married?,
Form_129F,Q_2781,FQ_129F_2781,quest_version_2,129F - What is your current marital status?,
,,,,,
Form_129F,Q_2840,FQ_129F_2840,quest_version_2,129F - Given Name (First name),
Form_129F,Q_2841,FQ_129F_2841,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_2842,FQ_129F_2842,quest_version_2,129F - Family Name/Last Name/Surname,
Form_129F,Q_2851,FQ_129F_2851,quest_version_2,129F - Date Marriage Ended,
,,,,,
Form_129F,Q_2883,FQ_129F_2883,quest_version_2,129F - Given Name (First name),
Form_129F,Q_2884,FQ_129F_2884,quest_version_2,129F - Middle Name (Do Not Abbreviate),
Form_129F,Q_2885,FQ_129F_2885,quest_version_2,129F - Family Name/Last Name/Surname,
Form_129F,Q_2889,FQ_129F_2889,quest_version_2,129F - Gender,
Form_129F,Q_2890,FQ_129F_2890,quest_version_2,129F - Country of Birth,
Form_129F,Q_2892,FQ_129F_2892,quest_version_2,129F - Date of Birth,
Form_129F,Q_2893,FQ_129F_2893,quest_version_2,129F - Current City/Town/Village of Residence,
Form_129F,Q_2894,FQ_129F_2894,quest_version_2,129F - Current Country of Residence,
,,,,,
Form_129F,Q_2901,FQ_129F_2901,quest_version_2,129F - Given Name (First name),
