SectionNodeId,SectionNodeName,SubSectionNodeId,SubSectionNodeName,FormNodeId,FormNodeName,EasyVisaId,QuestVersion,Name,DisplayText,
Sec_contactInformation,Contact Information,SubSec_officePhoneNumber,Office Phone Number,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_officePhoneNumber,quest_version_3,129F_officePhoneNumber,129F - Office Phone Number,
Sec_contactInformation,Contact Information,SubSec_officePhoneNumber,Office Phone Number,Form_130,130 - Petition for Alien Relative,FSS_130_officePhoneNumber,quest_version_3,130_officePhoneNumber,130 - Office Phone Number,
Sec_contactInformation,Contact Information,SubSec_officePhoneNumber,Office Phone Number,Form_134,134 - Affidavit of Support,FSS_134_officePhoneNumber,quest_version_3,134_officePhoneNumber,134 - Office Phone Number,
Sec_contactInformation,Contact Information,SubSec_officePhoneNumber,Office Phone Number,Form_751,751 - Petition to Remove Conditions on Residence,FSS_751_officePhoneNumber,quest_version_3,751_officePhoneNumber,751 - Office Phone Number,
Sec_contactInformation,Contact Information,SubSec_officePhoneNumber,Office Phone Number,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_officePhoneNumber,quest_version_3,864_officePhoneNumber,864 - Office Phone Number,
,,,,,,,,,,
Sec_contactInformation,Contact Information,SubSec_email,email,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_email,quest_version_3,129F_email,129F - email,
Sec_contactInformation,Contact Information,SubSec_email,email,Form_130,130 - Petition for Alien Relative,FSS_130_email,quest_version_3,130_email,130 - email,
Sec_contactInformation,Contact Information,SubSec_email,email,Form_134,134 - Affidavit of Support,FSS_134_email,quest_version_3,134_email,134 - email,
Sec_contactInformation,Contact Information,SubSec_email,email,Form_751,751 - Petition to Remove Conditions on Residence,FSS_751_email,quest_version_3,751_email,751 - email,
Sec_contactInformation,Contact Information,SubSec_email,email,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_email,quest_version_3,864_email,864 - email,
,,,,,,,,,,
,,,,,,,,,,
Sec_birthInformation,Birth Information,SubSec_birthInformation,Birth Information,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_birthInformation,quest_version_3,129F_birthInformation,129F - Birth Information,
Sec_birthInformation,Birth Information,SubSec_birthInformation,Birth Information,Form_130,130 - Petition for Alien Relative,FSS_130_birthInformation,quest_version_3,130_birthInformation,130 - Birth Information,
Sec_birthInformation,Birth Information,SubSec_birthInformation,Birth Information,Form_134,134 - Affidavit of Support,FSS_134_birthInformation,quest_version_3,134_birthInformation,134 - Birth Information,
Sec_birthInformation,Birth Information,SubSec_birthInformation,Birth Information,Form_751,751 - Petition to Remove Conditions on Residence,FSS_751_birthInformation,quest_version_3,751_birthInformation,751 - Birth Information,
Sec_birthInformation,Birth Information,SubSec_birthInformation,Birth Information,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_birthInformation,quest_version_3,864_birthInformation,864 - Birth Information,
,,,,,,,,,,
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_ethnicity,Ethnicity (Select only one box),Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_ethnicity,quest_version_3,129F_ethnicity,129F - Ethnicity (Select only one box),
Sec_biographicInformation,Biographic Information,SubSec_ethnicity,Ethnicity (Select only one box),Form_130,130 - Petition for Alien Relative,FSS_130_ethnicity,quest_version_3,130_ethnicity,130 - Ethnicity (Select only one box),
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_race,Race (Select all applicable boxes),Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_race,quest_version_3,129F_race,129F - Race (Select all applicable boxes),
Sec_biographicInformation,Biographic Information,SubSec_race,Race (Select all applicable boxes),Form_130,130 - Petition for Alien Relative,FSS_130_race,quest_version_3,130_race,130 - Race (Select all applicable boxes),
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_height,Height,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_height,quest_version_3,129F_height,129F - Height,
Sec_biographicInformation,Biographic Information,SubSec_height,Height,Form_130,130 - Petition for Alien Relative,FSS_130_height,quest_version_3,130_height,130 - Height,
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_weight,Weight,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_weight,quest_version_3,129F_weight,129F - Weight,
Sec_biographicInformation,Biographic Information,SubSec_weight,Weight,Form_130,130 - Petition for Alien Relative,FSS_130_weight,quest_version_3,130_weight,130 - Weight,
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_eyeColor,Eye Color,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_eyeColor,quest_version_3,129F_eyeColor,129F - Eye Color,
Sec_biographicInformation,Biographic Information,SubSec_eyeColor,Eye Color,Form_130,130 - Petition for Alien Relative,FSS_130_eyeColor,quest_version_3,130_eyeColor,130 - Eye Color,
,,,,,,,,,,
Sec_biographicInformation,Biographic Information,SubSec_hairColor,Hair Color,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_hairColor,quest_version_3,129F_hairColor,129F - Hair Color,
Sec_biographicInformation,Biographic Information,SubSec_hairColor,Hair Color,Form_130,130 - Petition for Alien Relative,FSS_130_hairColor,quest_version_3,130_hairColor,130 - Hair Color,
,,,,,,,,,,
,,,,,,,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_legalStatusInUSndGovtIDNos,Legal Status in U.S. and Government ID Numbers,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_legalStatusInUSndGovtIDNos,quest_version_3,129F_legalStatusInUSndGovtIDNos,129F - Legal Status in U.S. and Government ID Numbers,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_legalStatusInUSndGovtIDNos,Legal Status in U.S. and Government ID Numbers,Form_130,130 - Petition for Alien Relative,FSS_130_legalStatusInUSndGovtIDNos,quest_version_3,130_legalStatusInUSndGovtIDNos,130 - Legal Status in U.S. and Government ID Numbers,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_legalStatusInUSndGovtIDNos,Legal Status in U.S. and Government ID Numbers,Form_134,134 - Affidavit of Support,FSS_134_legalStatusInUSndGovtIDNos,quest_version_3,134_legalStatusInUSndGovtIDNos,134 - Legal Status in U.S. and Government ID Numbers,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_legalStatusInUSndGovtIDNos,Legal Status in U.S. and Government ID Numbers,Form_751,751 - Petition to Remove Conditions on Residence,FSS_751_legalStatusInUSndGovtIDNos,quest_version_3,751_legalStatusInUSndGovtIDNos,751 - Legal Status in U.S. and Government ID Numbers,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_legalStatusInUSndGovtIDNos,Legal Status in U.S. and Government ID Numbers,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_legalStatusInUSndGovtIDNos,quest_version_3,864_legalStatusInUSndGovtIDNos,864 - Legal Status in U.S. and Government ID Numbers,
,,,,,,,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_usCitizens,quest_version_3,129F_usCitizens,129F - U.S. Citizens,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Form_130,130 - Petition for Alien Relative,FSS_130_usCitizens,quest_version_3,130_usCitizens,130 - U.S. Citizens,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_usCitizens,U.S. Citizens,Form_134,134 - Affidavit of Support,FSS_134_usCitizens,quest_version_3,134_usCitizens,134 - U.S. Citizens,
,,,,,,,,,,
Sec_legalStatusInUS,Legal Status in U.S.,SubSec_lawfulPermanentResident,"LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",Form_130,130 - Petition for Alien Relative,FSS_130_lawfulPermanentResident,quest_version_3,130_lawfulPermanentResident,"130 - LPR (Lawful Permanent Resident), also commonly referred to as a Green Card holder",
,,,,,,,,,,
,,,,,,,,,,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Form_134,134 - Affidavit of Support,FSS_134_incomeHistory,quest_version_3,134_incomeHistory,134 - Income History,
Sec_incomeHistory,Income History,SubSec_incomeHistory ,Income History,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_incomeHistory,quest_version_3,864_incomeHistory,864 - Income History,
,,,,,,,,,,
,,,,,,,,,,
Sec_assets,Assets,SubSec_assetsWarning,Assets Warning,Form_134,134 - Assets Warning,FSS_134_assetsWarning,quest_version_3,134_assetsWarning,134 - Assets Warning,
Sec_assets,Assets,SubSec_assetsWarning,Assets Warning,Form_864,864 - Assets Warning,FSS_864_assetsWarning,quest_version_3,864_assetsWarning,864 - Assets Warning,
,,,,,,,,,,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Form_134,134 - Affidavit of Support,FSS_134_bankDeposits,quest_version_3,134_bankDeposits,134 - Bank Deposits,
Sec_assets,Assets,SubSec_bankDeposits,Bank Deposits,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_bankDeposits,quest_version_3,864_bankDeposits,864 - Bank Deposits,
,,,,,,,,,,
Sec_assets,Assets,SubSec_personalProperty,Personal Property,Form_134,134 - Affidavit of Support,FSS_134_personalProperty,quest_version_3,134_personalProperty,134 - Personal Property,
,,,,,,,,,,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Form_134,134 - Affidavit of Support,FSS_134_realEstate,quest_version_3,134_realEstate,134 - Real Estate,
Sec_assets,Assets,SubSec_realEstate,Real Estate,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_realEstate,quest_version_3,864_realEstate,864 - Real Estate,
,,,,,,,,,,
Sec_assets,Assets,SubSec_lifeInsurance,Life Insurance,Form_134,134 - Affidavit of Support,FSS_134_lifeInsurance,quest_version_3,134_lifeInsurance,134 - Life Insurance,
Sec_assets,Assets,SubSec_lifeInsurance,Life Insurance,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_lifeInsurance,quest_version_3,864_lifeInsurance,864 - Life Insurance,
,,,,,,,,,,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Form_134,134 - Affidavit of Support,FSS_134_financialInstruments,quest_version_3,134_financialInstruments,134 - Financial Instruments,
Sec_assets,Assets,SubSec_financialInstruments,Financial Instruments,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_financialInstruments,quest_version_3,864 - Financial Instruments,864 - Financial Instruments,
,,,,,,,,,,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_employmentStatus,quest_version_3,129F_employmentStatus,129F - Employment Status,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Form_130,130 - Petition for Alien Relative,FSS_130_employmentStatus,quest_version_3,130_employmentStatus,130 - Employment Status,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Form_134,134 - Affidavit of Support,FSS_134_employmentStatus,quest_version_3,134_employmentStatus,134 - Employment Status,
Sec_employmentHistory,Employment History,SubSec_employmentStatus,Employment Status,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_employmentStatus,quest_version_3,864_employmentStatus,864 - Employment Status,
,,,,,,,,,,
,,,,,,,,,,
Sec_criminalAndCivilHistory,Criminal/Civil History,SubSec_currentMilitaryService,Current Military Service,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_currentMilitaryService,quest_version_3,864_currentMilitaryService,864 - Current Military Service,
,,,,,,,,,,
Sec_criminalAndCivilHistory,Criminal/Civil History,SubSec_criminalCivilConvictions,Criminal/Civil Convictions or Military Courts Martial,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_criminalCivilConvictions,quest_version_3,129F_criminalCivilConvictions,129F - Criminal/Civil Convictions or Military Courts Martial,
,,,,,,,,,,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_maritalStatus,Marital Status,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_maritalStatus,quest_version_3,129F_maritalStatus,129F - Marital Status,
Sec_familyInformation,Family Information,SubSec_maritalStatus,Marital Status,Form_130,130 - Petition for Alien Relative,FSS_130_maritalStatus,quest_version_3,130_maritalStatus,130 - Marital Status,
Sec_familyInformation,Family Information,SubSec_maritalStatus,Marital Status,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_maritalStatus,quest_version_3,864_maritalStatus,864 - Marital Status,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_currentSpouse,Current Spouse,Form_130,130 - Petition for Alien Relative,FSS_130_currentSpouse,quest_version_3,130_currentSpouse,130 - Current Spouse,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_priorSpouses,Prior Spouses,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_priorSpouses,quest_version_3,129F_priorSpouses,129F - Prior Spouses,
Sec_familyInformation,Family Information,SubSec_priorSpouses,Prior Spouses,Form_130,130 - Petition for Alien Relative,FSS_130_priorSpouses,quest_version_3,130_priorSpouses,130 - Prior Spouses,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_parent1,Parent 1,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_parent1,quest_version_3,129F_parent1,129F - Parent 1,
Sec_familyInformation,Family Information,SubSec_parent1,Parent 1,Form_130,130 - Petition for Alien Relative,FSS_130_parent1,quest_version_3,130_parent1,130 - Parent 1,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_parent2,Parent 2,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_parent2,quest_version_3,129F_parent2,129F - Parent 2,
Sec_familyInformation,Family Information,SubSec_parent2,Parent 2,Form_130,130 - Petition for Alien Relative,FSS_130_parent2,quest_version_3,130_parent2,130 - Parent 2,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_childrenInformation,Children Information,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_childrenInformation,quest_version_3,129F_childrenInformation,129F - Children Information,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_dependentsChildren,Dependents (Children),Form_134,134 - Affidavit of Support,FSS_134_dependentsChildren,quest_version_3,134_dependentsChildren,134 - Dependents (Children),
Sec_familyInformation,Family Information,SubSec_dependentsChildren,Dependents (Children),Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_dependentsChildren,quest_version_3,864_dependentsChildren,864 - Dependents (Children),
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_dependentsNonChildren,Dependents (Non-Children),Form_134,134 - Affidavit of Support,FSS_134_dependentsNonChildren,quest_version_3,134_dependentsNonChildren,134 - Dependents (Non-Children),
Sec_familyInformation,Family Information,SubSec_dependentsNonChildren,Dependents (Non-Children),Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_dependentsNonChildren,quest_version_3,864_dependentsNonChildren,864 - Dependents (Non-Children),
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_householdSizeDependents,Household Size/Dependents,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_householdSizeDependents,quest_version_3,864_householdSizeDependents,864 - Household Size/Dependents,
,,,,,,,,,,
Sec_familyInformation,Family Information,SubSec_householdIncome,Household Income,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_householdIncome,quest_version_3,864_householdIncome,864 - Household Income,
,,,,,,,,,,
,,,,,,,,,,
Sec_relationshipToPetitioner,Relationship to Petitioner,SubSec_fianceQuestions,Fiancé(e) Questions,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_fianceQuestions,quest_version_3,129F_fianceQuestions,129F - Fiancé(e) Questions,
,,,,,,,,,,
,,,,,,,,,,
Sec_supportAndContributions,Support & Contributions,SubSec_supportAndContributions,Support & Contributions,Form_134,134 - Affidavit of Support,FSS_134_supportAndContributions,quest_version_3,134_supportAndContributions,134 - Support & Contributions,
Sec_supportAndContributions,Support & Contributions,SubSec_natureOfContributions,Nature of Contributions,Form_134,134 - Affidavit of Support,FSS_134_natureOfContributions,quest_version_3,134_natureOfContributions,134 - Nature of Contributions,
,,,,,,,,,,
,,,,,,,,,,
Sec_jointSponsor1IncomeAndAssets,Joint Sponsor 1 Income & Assets,SubSec_JointSponsor1Income,Joint Sponsor 1 Income,Form_129F,129F - Petition for Alien Fiancé(e),FSS_129F_JointSponsor1Income,quest_version_3,129F_JointSponsor1Income,129F - Joint Sponsor 1 Income,
Sec_jointSponsor1IncomeAndAssets,Joint Sponsor 1 Income & Assets,SubSec_JointSponsor1Income,Joint Sponsor 1 Income,Form_130,130 - Petition for Alien Relative,FSS_130_JointSponsor1Income,quest_version_3,130_JointSponsor1Income,130 - Joint Sponsor 1 Income,
Sec_jointSponsor1IncomeAndAssets,Joint Sponsor 1 Income & Assets,SubSec_JointSponsor1Income,Joint Sponsor 1 Income,Form_134,134 - Affidavit of Support,FSS_134_JointSponsor1Income,quest_version_3,134_JointSponsor1Income,134 - Joint Sponsor 1 Income,
Sec_jointSponsor1IncomeAndAssets,Joint Sponsor 1 Income & Assets,SubSec_JointSponsor1Income,Joint Sponsor 1 Income,Form_751,751 - Petition to Remove Conditions on Residence,FSS_751_JointSponsor1Income,quest_version_3,751_JointSponsor1Income,751 - Joint Sponsor 1 Income,
Sec_jointSponsor1IncomeAndAssets,Joint Sponsor 1 Income & Assets,SubSec_JointSponsor1Income,Joint Sponsor 1 Income,Form_864,864 - Affidavit of Support Under Section 213A of the INA,FSS_864_JointSponsor1Income,quest_version_3,864_JointSponsor1Income,864 - Joint Sponsor 1 Income,
,,,,,,,,,,
Sec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),SubSec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),Form_130,130 - Petition for Alien Relative,FSS_130_introQuestionsForBeneficiary,quest_version_3,130_introQuestionsForBeneficiary,130 - Intro Questions For Beneficiary (The person who is immigrating to the United States),
Sec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),SubSec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),Form_485,485 - Application to Register Permanent Residence or Adjust Status,FSS_485_introQuestionsForBeneficiary,quest_version_3,485_introQuestionsForBeneficiary,485 - Intro Questions For Beneficiary (The person who is immigrating to the United States),
Sec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),SubSec_introQuestionsForBeneficiary,Intro Questions For Beneficiary (The person who is immigrating to the United States),Form_601,601 - Application for Waiver on Grounds of Inadmissibility,FSS_601_introQuestionsForBeneficiary,quest_version_3,601_introQuestionsForBeneficiary,601 - Intro Questions For Beneficiary (The person who is immigrating to the United States),
